SA22021_V1_00,SA22021_V1_00_NAME,SA22021_V1_00_NAME_ASCII,REGC2021_V1_00,REGC2021_V1_00_NAME,REGC2021_V1_00_NAME_ASCII,TA2021_V1_00,TA2021_V1_00_NAME,TA2021_V1_00_NAME_ASCII,LAND_AREA_SQ_KM,AREA_SQ_KM,Shape_Length
313200,Oxford,Oxford,13,Canterbury Region,Canterbury Region,59,Waimakariri District,Waimakariri District,11.81747088,11.81747088,19093.227932
313400,Loburn,Loburn,13,Canterbury Region,Canterbury Region,59,Waimakariri District,Waimakariri District,89.42703786,89.42703786,52719.0192888
313500,Eyrewell,Eyrewell,13,Canterbury Region,Canterbury Region,59,Waimakariri District,Waimakariri District,272.10761783,272.10761783,73137.5166795
315400,Pegasus,Pegasus,13,Canterbury Region,Canterbury Region,59,Waimakariri District,Waimakariri District,6.3367973,6.3367973,11458.875598
315800,Silverstream (Waimakariri District),Silverstream (Waimakariri District),13,Canterbury Region,Canterbury Region,59,Waimakariri District,Waimakariri District,0.99756606,0.99756606,4378.74407151
316400,McLeans Island,McLeans Island,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,73.9444466,73.9444466,58197.5044893
316500,Paparua,Paparua,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,23.34162419,23.34162419,21771.7574951
328600,Aranui,Aranui,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,1.41641313,1.41641313,4670.05012502
329600,Charleston (Christchurch City),Charleston (Christchurch City),13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,0.36094017,0.36094017,2753.84678877
236000,Makahika,Makahika,8,Manawatū-Whanganui Region,Manawatu-Whanganui Region,42,Horowhenua District,Horowhenua District,170.32284528,170.32284528,77410.1591418
236100,Kimberley,Kimberley,8,Manawatū-Whanganui Region,Manawatu-Whanganui Region,42,Horowhenua District,Horowhenua District,129.36668591,129.36668591,63098.7181849
316700,Christchurch Airport,Christchurch Airport,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,11.44492914,11.44492914,20892.6250399
322000,Upper Riccarton,Upper Riccarton,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,0.52084836,0.52084836,2894.11142975
322700,Wharenui,Wharenui,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,0.83895559,0.83895559,3683.40547825
323700,Queenspark,Queenspark,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,1.12074483,1.12074483,4304.3263973
325200,Riccarton East,Riccarton East,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,0.20811648,0.20811648,2160.74871269
326200,Ōtakaro-Avon River Corridor,Otakaro-Avon River Corridor,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,6.13208134,6.13208134,25195.4784571
328500,Linwood North,Linwood North,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,0.85758257,0.85758257,4298.38563349
133800,Hobson Ridge South,Hobson Ridge South,2,Auckland Region,Auckland Region,76,Auckland,Auckland,0.13681081,0.13681081,2035.06026391
330200,New Brighton,New Brighton,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,1.76101146,1.76101146,7595.25707487
331600,Port Hills,Port Hills,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,44.48022506,44.48022506,74276.3444327
332800,Teddington,Teddington,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,46.15469399,46.15469399,62275.0255523
332900,Diamond Harbour,Diamond Harbour,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,4.06522112,4.06522112,15081.6626134
333000,Inland water Lake Ellesmere/Te Waihora South,Inland water Lake Ellesmere/Te Waihora South,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,0.0,63.30783375,75227.8130289
333100,Banks Peninsula South,Banks Peninsula South,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,371.61098123,377.86291284,181238.836589
333200,Eastern Bays-Banks Peninsula,Eastern Bays-Banks Peninsula,13,Canterbury Region,Canterbury Region,60,Christchurch City,Christchurch City,368.2433105,368.2433105,213324.660144
333600,Craigieburn,Craigieburn,13,Canterbury Region,Canterbury Region,62,Selwyn District,Selwyn District,3407.52578744,3444.25714565,326127.776784
333700,Torlesse,Torlesse,13,Canterbury Region,Canterbury Region,62,Selwyn District,Selwyn District,414.21183781,414.21183781,119941.703864
333800,Glenroy-Hororata,Glenroy-Hororata,13,Canterbury Region,Canterbury Region,62,Selwyn District,Selwyn District,644.25596341,644.25596341,139438.373131
333900,Glentunnel,Glentunnel,13,Canterbury Region,Canterbury Region,62,Selwyn District,Selwyn District,159.67144204,159.67144204,72702.6149503
334200,Bankside,Bankside,13,Canterbury Region,Canterbury Region,62,Selwyn District,Selwyn District,359.56312381,359.56312381,99669.7540028
335000,Springston,Springston,13,Canterbury Region,Canterbury Region,62,Selwyn District,Selwyn District,119.11761152,119.11761152,73746.6406423
335400,Southbridge,Southbridge,13,Canterbury Region,Canterbury Region,62,Selwyn District,Selwyn District,361.56140813,361.56140813,88687.9333063
335700,Prebbleton,Prebbleton,13,Canterbury Region,Canterbury Region,62,Selwyn District,Selwyn District,5.09915858,5.09915858,11683.7762401
335800,Irwell,Irwell,13,Canterbury Region,Canterbury Region,62,Selwyn District,Selwyn District,128.15062577,128.15062577,83406.2274937
337800,Allenton East,Allenton East,13,Canterbury Region,Canterbury Region,63,Ashburton District,Ashburton District,1.23589629,1.23589629,4840.5155084
236200,Kapiti Island,Kapiti Island,9,Wellington Region,Wellington Region,43,Kapiti Coast District,Kapiti Coast District,19.25851521,19.25851521,28519.5708301
338500,Hampstead,Hampstead,13,Canterbury Region,Canterbury Region,63,Ashburton District,Ashburton District,1.4410195,1.4410195,5440.26831836
338600,Ben McLeod,Ben McLeod,13,Canterbury Region,Canterbury Region,64,Timaru District,Timaru District,842.34120086,842.34120086,238796.690042
339200,Pleasant Point,Pleasant Point,13,Canterbury Region,Canterbury Region,64,Timaru District,Timaru District,5.20894215,5.20894215,11261.9432248
339300,Temuka West,Temuka West,13,Canterbury Region,Canterbury Region,64,Timaru District,Timaru District,4.07169845,4.07169845,9648.47901594
339600,Temuka East,Temuka East,13,Canterbury Region,Canterbury Region,64,Timaru District,Timaru District,4.28267033,4.28267033,11118.9266827
339900,Fairview,Fairview,13,Canterbury Region,Canterbury Region,64,Timaru District,Timaru District,98.36974862,98.36974862,50821.0207942
341000,Watlington,Watlington,13,Canterbury Region,Canterbury Region,64,Timaru District,Timaru District,1.20719932,1.20719932,5420.77096151
341100,Timaru Central,Timaru Central,13,Canterbury Region,Canterbury Region,64,Timaru District,Timaru District,0.82402986,0.82402986,4375.919665
344000,Oamaru North Orana Park,Oamaru North Orana Park,14,Otago Region,Otago Region,68,Waitaki District,Waitaki District,2.76064857,2.76064857,7008.57268911
344800,Lindis-Nevis Valleys,Lindis-Nevis Valleys,14,Otago Region,Otago Region,69,Central Otago District,Central Otago District,2884.61932267,2904.77472136,406906.324483
345100,Manuherikia-Ida Valleys,Manuherikia-Ida Valleys,14,Otago Region,Otago Region,69,Central Otago District,Central Otago District,2511.46449602,2511.46449602,303949.699622
345200,Earnscleugh,Earnscleugh,14,Otago Region,Otago Region,69,Central Otago District,Central Otago District,391.85262841,394.25560062,104167.174577
345300,Dunstan-Galloway,Dunstan-Galloway,14,Otago Region,Otago Region,69,Central Otago District,Central Otago District,444.46450124,444.46450124,121020.264724
345900,Outer Wanaka,Outer Wanaka,14,Otago Region,Otago Region,70,Queenstown-Lakes District,Queenstown-Lakes District,3176.06950176,3176.06950176,610447.653907
346000,Glenorchy,Glenorchy,14,Otago Region,Otago Region,70,Queenstown-Lakes District,Queenstown-Lakes District,1464.37156612,1464.37156612,259049.879144
346100,Inland water Lake Wānaka,Inland water Lake Wanaka,14,Otago Region,Otago Region,70,Queenstown-Lakes District,Queenstown-Lakes District,0.0,201.00422006,209396.316283
346200,Outer Wakatipu,Outer Wakatipu,14,Otago Region,Otago Region,70,Queenstown-Lakes District,Queenstown-Lakes District,1880.04968727,1880.04968727,301672.001228
346300,Inland water Lake Hawea,Inland water Lake Hawea,14,Otago Region,Otago Region,70,Queenstown-Lakes District,Queenstown-Lakes District,0.0,157.0328823,117869.570596
346400,Cardrona,Cardrona,14,Otago Region,Otago Region,70,Queenstown-Lakes District,Queenstown-Lakes District,857.85964393,857.85964393,202311.760554
346500,Inland water Lake Wakatipu,Inland water Lake Wakatipu,14,Otago Region,Otago Region,70,Queenstown-Lakes District,Queenstown-Lakes District,0.0,294.58265778,211883.999664
347200,Upper Clutha Valley,Upper Clutha Valley,14,Otago Region,Otago Region,70,Queenstown-Lakes District,Queenstown-Lakes District,161.0715314,161.0715314,72856.6125959
347700,Warren Park,Warren Park,14,Otago Region,Otago Region,70,Queenstown-Lakes District,Queenstown-Lakes District,0.93646231,0.93646231,6542.13204432
348200,Queenstown East,Queenstown East,14,Otago Region,Otago Region,70,Queenstown-Lakes District,Queenstown-Lakes District,0.97581329,0.97581329,6205.05572649
348500,Lake Hayes,Lake Hayes,14,Otago Region,Otago Region,70,Queenstown-Lakes District,Queenstown-Lakes District,5.92287313,8.76219601,16245.3938173
348700,Shotover Country,Shotover Country,14,Otago Region,Otago Region,70,Queenstown-Lakes District,Queenstown-Lakes District,3.03931692,3.03931692,7795.90711188
349000,Strath Taieri,Strath Taieri,14,Otago Region,Otago Region,71,Dunedin City,Dunedin City,2115.02272766,2115.02272766,315638.289849
349100,Bucklands Crossing,Bucklands Crossing,14,Otago Region,Otago Region,71,Dunedin City,Dunedin City,421.95629421,421.95629421,135184.702014
349300,Momona,Momona,14,Otago Region,Otago Region,71,Dunedin City,Dunedin City,217.60560517,217.60560517,97046.4112879
349400,Taieri,Taieri,14,Otago Region,Otago Region,71,Dunedin City,Dunedin City,150.35813389,150.35813389,79619.1482064
349900,Mosgiel Central,Mosgiel Central,14,Otago Region,Otago Region,71,Dunedin City,Dunedin City,1.23774547,1.23774547,6081.19752614
350200,Saddle Hill-Chain Hills,Saddle Hill-Chain Hills,14,Otago Region,Otago Region,71,Dunedin City,Dunedin City,47.36572969,47.36572969,58692.1155052
350800,Inlet Otago Harbour,Inlet Otago Harbour,14,Otago Region,Otago Region,71,Dunedin City,Dunedin City,0.0,47.5959469,82216.092472
352000,North East Valley Knox,North East Valley Knox,14,Otago Region,Otago Region,71,Dunedin City,Dunedin City,0.66778549,0.66778549,3455.9917374
352200,Gardens (Dunedin City),Gardens (Dunedin City),14,Otago Region,Otago Region,71,Dunedin City,Dunedin City,1.51167154,1.51167154,6125.83079571
352700,Port Chalmers,Port Chalmers,14,Otago Region,Otago Region,71,Dunedin City,Dunedin City,3.23514945,3.23514945,17361.5056387
353900,Otago Peninsula,Otago Peninsula,14,Otago Region,Otago Region,71,Dunedin City,Dunedin City,84.95669733,84.95669733,100280.88922
354700,Bathgate Park,Bathgate Park,14,Otago Region,Otago Region,71,Dunedin City,Dunedin City,0.53137439,0.53137439,4492.82122179
355100,Broad Bay-Portobello,Broad Bay-Portobello,14,Otago Region,Otago Region,71,Dunedin City,Dunedin City,3.59697819,3.59697819,19153.0292578
355200,St Kilda South,St Kilda South,14,Otago Region,Otago Region,71,Dunedin City,Dunedin City,1.13620035,1.13620035,5076.2583547
355800,West Otago,West Otago,14,Otago Region,Otago Region,72,Clutha District,Clutha District,1374.65778141,1374.65778141,282674.196279
355900,Tuapeka,Tuapeka,14,Otago Region,Otago Region,72,Clutha District,Clutha District,1235.21096761,1256.72084646,248785.205728
356000,Clinton,Clinton,14,Otago Region,Otago Region,72,Clutha District,Clutha District,839.70275519,839.70275519,213065.241429
356100,Clutha Valley,Clutha Valley,14,Otago Region,Otago Region,72,Clutha District,Clutha District,747.35215131,747.35215131,184742.995692
358000,Ohai-Nightcaps,Ohai-Nightcaps,15,Southland Region,Southland Region,73,Southland District,Southland District,948.79892824,948.79892824,174165.197019
358100,Riversdale-Piano Flat,Riversdale-Piano Flat,15,Southland Region,Southland Region,73,Southland District,Southland District,1578.74481181,1578.74481181,297339.488591
358200,Lumsden-Balfour,Lumsden-Balfour,15,Southland Region,Southland Region,73,Southland District,Southland District,767.62134387,767.62134387,171089.52108
358300,Oreti River,Oreti River,15,Southland Region,Southland Region,73,Southland District,Southland District,629.89444154,629.89444154,148914.157105
358400,Otautau,Otautau,15,Southland Region,Southland Region,73,Southland District,Southland District,703.24941325,703.24941325,155042.011645
358500,Hedgehope,Hedgehope,15,Southland Region,Southland Region,73,Southland District,Southland District,729.25494543,729.25494543,158450.637413
358600,Winton,Winton,15,Southland Region,Southland Region,73,Southland District,Southland District,3.07718766,3.07718766,10101.0317921
358700,Waianiwa,Waianiwa,15,Southland Region,Southland Region,73,Southland District,Southland District,228.65200198,228.65200198,79395.9676889
358800,Riverton,Riverton,15,Southland Region,Southland Region,73,Southland District,Southland District,8.74470214,8.74470214,22302.8673244
359700,Waimumu-Kaiwera,Waimumu-Kaiwera,15,Southland Region,Southland Region,74,Gore District,Gore District,648.01733504,648.01733504,204673.046577
359800,Gore North,Gore North,15,Southland Region,Southland Region,74,Gore District,Gore District,1.72781469,1.72781469,7287.47362352
359900,Gore West,Gore West,15,Southland Region,Southland Region,74,Gore District,Gore District,3.15543002,3.15543002,7529.31752388
360200,Gore Main,Gore Main,15,Southland Region,Southland Region,74,Gore District,Gore District,0.6081923,0.6081923,4010.66731754
360700,Donovan Park,Donovan Park,15,Southland Region,Southland Region,75,Invercargill City,Invercargill City,2.93096151,2.93096151,8514.69296514
361300,Avenal,Avenal,15,Southland Region,Southland Region,75,Invercargill City,Invercargill City,1.42773287,1.42773287,5326.01067324
361800,Inlet New River Estuary,Inlet New River Estuary,15,Southland Region,Southland Region,75,Invercargill City,Invercargill City,0.0,49.00400267,71861.7272943
363100,Woodend-Greenhills,Woodend-Greenhills,15,Southland Region,Southland Region,75,Invercargill City,Invercargill City,173.60185435,173.60185435,166674.339723
125800,Hillcrest West (Auckland),Hillcrest West (Auckland),2,Auckland Region,Auckland Region,76,Auckland,Auckland,0.88429917,0.88429917,4453.03563246
100600,Ahipara,Ahipara,1,Northland Region,Northland Region,1,Far North District,Far North District,4.52944163,4.52944163,15776.8205868
103400,Ngapuhi,Ngapuhi,1,Northland Region,Northland Region,1,Far North District,Far North District,175.38503512,175.38503512,102058.920843
121900,Totara Vale South,Totara Vale South,2,Auckland Region,Auckland Region,76,Auckland,Auckland,0.89719552,0.89719552,5397.32801889
100700,Kaitaia East,Kaitaia East,1,Northland Region,Northland Region,1,Far North District,Far North District,5.2664916,5.2664916,12760.691758
100800,Kaitaia West,Kaitaia West,1,Northland Region,Northland Region,1,Far North District,Far North District,3.21183998,3.21183998,12457.043313
100900,Rangitihi,Rangitihi,1,Northland Region,Northland Region,1,Far North District,Far North District,84.62818529,84.62818529,60625.7106936
101000,Oruru-Parapara,Oruru-Parapara,1,Northland Region,Northland Region,1,Far North District,Far North District,103.35589212,103.35589212,66999.8449433
101100,Taumarumaru,Taumarumaru,1,Northland Region,Northland Region,1,Far North District,Far North District,10.28260966,10.28260966,30295.832802
101200,Herekino-Takahue,Herekino-Takahue,1,Northland Region,Northland Region,1,Far North District,Far North District,303.89333606,303.89333606,159571.489883
101300,Peria,Peria,1,Northland Region,Northland Region,1,Far North District,Far North District,199.62394724,199.62394724,98733.057979
101400,Taemaro-Oruaiti,Taemaro-Oruaiti,1,Northland Region,Northland Region,1,Far North District,Far North District,156.80104856,156.80104856,97319.7438467
101500,Whakapaku,Whakapaku,1,Northland Region,Northland Region,1,Far North District,Far North District,200.89812576,200.89812576,130522.615255
101600,Hokianga North,Hokianga North,1,Northland Region,Northland Region,1,Far North District,Far North District,347.9776557,347.9776557,166836.604376
101700,Kohukohu-Broadwood,Kohukohu-Broadwood,1,Northland Region,Northland Region,1,Far North District,Far North District,209.18096447,209.18096447,98915.0598654
101800,Whakarara,Whakarara,1,Northland Region,Northland Region,1,Far North District,Far North District,169.52532339,169.52532339,165691.943972
101900,Kaeo,Kaeo,1,Northland Region,Northland Region,1,Far North District,Far North District,255.56350958,255.56350958,100828.30036
102000,Omahuta Forest-Horeke,Omahuta Forest-Horeke,1,Northland Region,Northland Region,1,Far North District,Far North District,463.72215645,463.72215645,213358.622631
102100,Hokianga South,Hokianga South,1,Northland Region,Northland Region,1,Far North District,Far North District,126.04718012,126.04718012,145583.914978
102200,Lake Manuwai-Kapiro,Lake Manuwai-Kapiro,1,Northland Region,Northland Region,1,Far North District,Far North District,59.07226834,59.07226834,59541.055288
102300,Ōkaihau,Okaihau,1,Northland Region,Northland Region,1,Far North District,Far North District,147.67550349,160.02332389,88067.717361
103000,Kerikeri Central,Kerikeri Central,1,Northland Region,Northland Region,1,Far North District,Far North District,3.7117814,3.7117814,11393.8469753
103100,Kerikeri South,Kerikeri South,1,Northland Region,Northland Region,1,Far North District,Far North District,15.46466659,15.46466659,28123.2935228
103200,Ōhaeawai-Waimate North,Ohaeawai-Waimate North,1,Northland Region,Northland Region,1,Far North District,Far North District,87.37553215,87.37553215,50800.2889079
103500,Kaikohe,Kaikohe,1,Northland Region,Northland Region,1,Far North District,Far North District,5.67503558,5.67503558,14225.5484387
103600,Pakaraka,Pakaraka,1,Northland Region,Northland Region,1,Far North District,Far North District,72.38802839,72.38802839,59897.2487861
207300,Wainui-Okitu,Wainui-Okitu,5,Gisborne Region,Gisborne Region,28,Gisborne District,Gisborne District,5.3492036,5.3492036,21406.0691047
207400,Maungataniwha-Raupunga,Maungataniwha-Raupunga,6,Hawke's Bay Region,Hawke's Bay Region,29,Wairoa District,Wairoa District,2081.7334678,2081.7334678,331639.168742
207500,Inland water Lake Waikaremoana,Inland water Lake Waikaremoana,6,Hawke's Bay Region,Hawke's Bay Region,29,Wairoa District,Wairoa District,0.0,51.79730139,102020.0306
103700,Haruru,Haruru,1,Northland Region,Northland Region,1,Far North District,Far North District,1.52723263,1.52723263,8067.41869202
104500,Moerewa,Moerewa,1,Northland Region,Northland Region,1,Far North District,Far North District,1.87566952,1.87566952,10465.7033072
207600,Frasertown-Ruakituri,Frasertown-Ruakituri,6,Hawke's Bay Region,Hawke's Bay Region,29,Wairoa District,Wairoa District,1333.70286108,1333.70286108,262538.70591
103900,Paihia,Paihia,1,Northland Region,Northland Region,1,Far North District,Far North District,2.24160102,2.24160102,10583.6329663
104400,Russell Forest-Rawhiti,Russell Forest-Rawhiti,1,Northland Region,Northland Region,1,Far North District,Far North District,191.35982679,191.35982679,285142.151262
119900,Unsworth Heights West,Unsworth Heights West,2,Auckland Region,Auckland Region,76,Auckland,Auckland,0.74922411,0.74922411,4937.7691503
104600,Kawakawa,Kawakawa,1,Northland Region,Northland Region,1,Far North District,Far North District,1.73138109,1.73138109,8878.87198055
105200,Hikurangi,Hikurangi,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,4.00139063,4.00139063,12220.7040485
107500,Morningside (Whangarei District),Morningside (Whangarei District),1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,1.20223373,1.20223373,5656.71373559
105500,Kamo West,Kamo West,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,4.49938133,4.49938133,14570.1269793
106100,Whau Valley,Whau Valley,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,7.17969266,7.17969266,15109.0132464
110900,Dome Valley-Matakana,Dome Valley-Matakana,2,Auckland Region,Auckland Region,76,Auckland,Auckland,84.76079786,84.76079786,70048.8173179
105800,Kamo East,Kamo East,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,1.42717629,1.42717629,8019.21238562
105900,Granfield Reserve,Granfield Reserve,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,1.66092525,1.66092525,8484.22349125
106200,Tikipunga North,Tikipunga North,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,2.74101281,2.74101281,9672.40423159
111000,Oceanic Auckland Region West,Oceanic Auckland Region West,2,Auckland Region,Auckland Region,76,Auckland,Auckland,0.0,2384.03456864,279398.279739
111100,Warkworth West,Warkworth West,2,Auckland Region,Auckland Region,76,Auckland,Auckland,11.36229921,11.36229921,22623.2878473
111200,Puhoi Valley,Puhoi Valley,2,Auckland Region,Auckland Region,76,Auckland,Auckland,236.54224665,236.54224665,142255.62908
120600,Massey Central,Massey Central,2,Auckland Region,Auckland Region,76,Auckland,Auckland,0.88378441,0.88378441,5213.99146351
106300,Pukenui,Pukenui,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,19.19627625,19.19627625,24150.3726407
106400,Otangarei,Otangarei,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,1.03952097,1.03952097,5126.75735233
126100,Summerland North,Summerland North,2,Auckland Region,Auckland Region,76,Auckland,Auckland,0.8509171,0.8509171,4669.18861036
106500,Tikipunga South,Tikipunga South,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,2.74039927,2.74039927,8780.58553878
106600,Kensington (Whangarei District),Kensington (Whangarei District),1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,3.11263,3.11263,10757.7564948
158000,Donegal Park,Donegal Park,2,Auckland Region,Auckland Region,76,Auckland,Auckland,0.90769671,0.90769671,3789.48111175
106900,Maunu-Horahora,Maunu-Horahora,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,4.29876848,4.29876848,11385.6113397
107100,Whangārei Central,Whangarei Central,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,2.81252355,2.81252355,11177.8919378
107200,Riverside,Riverside,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,3.50673417,3.50673417,13195.8633788
107300,Raumanga,Raumanga,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,3.45851817,3.45851817,8423.42804172
107900,Port-Limeburners,Port-Limeburners,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,7.41243168,7.41243168,14640.0020918
108100,Onerahi Park,Onerahi Park,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,1.99901062,1.99901062,8571.32985283
121000,Bayview East,Bayview East,2,Auckland Region,Auckland Region,76,Auckland,Auckland,1.3746322,1.3746322,6067.69462592
121100,Swanson Rural,Swanson Rural,2,Auckland Region,Auckland Region,76,Auckland,Auckland,15.14615685,15.14615685,22552.4683944
108200,Sherwood Rise,Sherwood Rise,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,1.30665087,1.30665087,5512.40534506
108300,Onerahi,Onerahi,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,2.29379073,2.29379073,7716.61322631
121200,Sunnynook South,Sunnynook South,2,Auckland Region,Auckland Region,76,Auckland,Auckland,0.80160094,0.80160094,4179.81721693
108700,Marsden Bay,Marsden Bay,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,2.58676085,2.58676085,8586.81586845
111300,Warkworth East,Warkworth East,2,Auckland Region,Auckland Region,76,Auckland,Auckland,4.21945959,4.21945959,10996.8163726
108800,Ruakākā,Ruakaka,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,15.59250941,15.59250941,22738.6619727
109001,Waipū,Waipu,1,Northland Region,Northland Region,2,Whangarei District,Whangarei District,2.90213183,2.90213183,10100.1315133
109100,Kaipara Coastal,Kaipara Coastal,1,Northland Region,Northland Region,3,Kaipara District,Kaipara District,1248.22004936,1248.22004936,320526.484318
109200,Maungaru,Maungaru,1,Northland Region,Northland Region,3,Kaipara District,Kaipara District,691.80665831,691.80665831,174417.693907
111400,Sandspit,Sandspit,2,Auckland Region,Auckland Region,76,Auckland,Auckland,22.45489321,22.45489321,36387.2213196
111500,Tawharanui Peninsula,Tawharanui Peninsula,2,Auckland Region,Auckland Region,76,Auckland,Auckland,46.70381325,46.70381325,77981.423796
111600,Te Kuru,Te Kuru,2,Auckland Region,Auckland Region,76,Auckland,Auckland,80.93515787,80.93515787,73000.8240411
111700,Snells Beach,Snells Beach,2,Auckland Region,Auckland Region,76,Auckland,Auckland,3.82784102,3.82784102,13976.6098793
111800,Barrier Islands,Barrier Islands,2,Auckland Region,Auckland Region,76,Auckland,Auckland,320.26886347,320.26886347,371155.45122
109300,Dargaville,Dargaville,1,Northland Region,Northland Region,3,Kaipara District,Kaipara District,12.55901038,12.55901038,21534.1362897
109400,Ruawai-Matakohe,Ruawai-Matakohe,1,Northland Region,Northland Region,3,Kaipara District,Kaipara District,530.46587967,530.46587967,248595.923936
109500,Otamatea (Kaipara District),Otamatea (Kaipara District),1,Northland Region,Northland Region,3,Kaipara District,Kaipara District,244.85221387,244.85221387,205520.605309
109600,Maungaturoto,Maungaturoto,1,Northland Region,Northland Region,3,Kaipara District,Kaipara District,21.59534759,21.59534759,29292.650221
109700,Kaiwaka,Kaiwaka,1,Northland Region,Northland Region,3,Kaipara District,Kaipara District,259.0224466,259.0224466,204867.541564
110100,Mangawhai,Mangawhai,1,Northland Region,Northland Region,3,Kaipara District,Kaipara District,1.99454157,1.99454157,8936.37141754
110500,Wellsford,Wellsford,2,Auckland Region,Auckland Region,76,Auckland,Auckland,4.55290152,4.55290152,11565.1050966
110600,Oceanic Auckland Region East,Oceanic Auckland Region East,2,Auckland Region,Auckland Region,76,Auckland,Auckland,0.0,7823.24100897,1171688.84639
110700,South Head,South Head,2,Auckland Region,Auckland Region,76,Auckland,Auckland,339.71291725,339.71291725,208091.488518
110800,Kaipara Hills,Kaipara Hills,2,Auckland Region,Auckland Region,76,Auckland,Auckland,282.56878466,282.56878466,126644.252408
112500,Waitoki,Waitoki,2,Auckland Region,Auckland Region,76,Auckland,Auckland,40.75310723,40.75310723,32607.2158209
112700,Orewa North,Orewa North,2,Auckland Region,Auckland Region,76,Auckland,Auckland,3.0308911,3.0308911,6885.50775829
134800,Auckland-University,Auckland-University,2,Auckland Region,Auckland Region,76,Auckland,Auckland,0.34902818,0.34902818,2559.63030748
112900,Orewa South,Orewa South,2,Auckland Region,Auckland Region,76,Auckland,Auckland,2.31158437,2.31158437,11654.975862
113100,Millwater North,Millwater North,2,Auckland Region,Auckland Region,76,Auckland,Auckland,1.75242872,1.75242872,7907.67453404
115100,Stanmore Bay East,Stanmore Bay East,2,Auckland Region,Auckland Region,76,Auckland,Auckland,1.33781838,1.33781838,4882.59035547
113300,Millwater South,Millwater South,2,Auckland Region,Auckland Region,76,Auckland,Auckland,2.41961463,2.41961463,9550.7123061
113400,Dairy Flat North,Dairy Flat North,2,Auckland Region,Auckland Region,76,Auckland,Auckland,22.95724407,22.95724407,29606.6540692
362000,Crinan,Crinan,15,Southland Region,Southland Region,75,Invercargill City,Invercargill City,0.82389206,0.82389206,3933.35284908
113500,Dairy Flat West,Dairy Flat West,2,Auckland Region,Auckland Region,76,Auckland,Auckland,30.98194602,30.98194602,30847.6992408
113600,Kingsway,Kingsway,2,Auckland Region,Auckland Region,76,Auckland,Auckland,0.9031104,0.9031104,5632.98470752
113800,Silverdale Central (Auckland),Silverdale Central (Auckland),2,Auckland Region,Auckland Region,76,Auckland,Auckland,3.36044741,3.36044741,12572.2700389
121300,Sunnynook North,Sunnynook North,2,Auckland Region,Auckland Region,76,Auckland,Auckland,0.74446499,0.74446499,3924.54641301
113900,Red Beach West,Red Beach West,2,Auckland Region,Auckland Region,76,Auckland,Auckland,1.83998365,1.83998365,9352.85759933
115700,Gulf Harbour North,Gulf Harbour North,2,Auckland Region,Auckland Region,76,Auckland,Auckland,1.75709588,1.75709588,6842.19761652
114000,Red Beach East,Red Beach East,2,Auckland Region,Auckland Region,76,Auckland,Auckland,1.56557272,1.56557272,6857.69459838
114100,Silverdale South (Auckland),Silverdale South (Auckland),2,Auckland Region,Auckland Region,76,Auckland,Auckland,10.18973217,10.18973217,33307.2899879
114200,Waimauku,Waimauku,2,Auckland Region,Auckland Region,76,Auckland,Auckland,5.63250721,5.63250721,16826.0926466
